userid,dateofbirthid,geoid,gender
27471,01072004,70,1
107748,01102003,62,1
13624,01022006,42,2
25275,01062006,35,2
11084,01102005,17,2
36140,01122006,26,1
47070,01112005,16,1
19343,01122005,8,2
19296,01102004,1,1
70145,01082007,74,1
49602,01052004,23,1
29943,01022004,62,1
35152,01122003,15,2
68511,01092003,8,1
10780,01022005,15,2
97202,01082004,36,1
30528,01042004,52,1
74643,01042004,16,2
34087,01022004,6,2
87935,01112003,22,1
103295,01072004,9,1
10049,01122004,30,2
83072,01042004,28,2
78887,01052004,35,1
90999,01072004,54,2
26770,01062004,59,1
94176,01122003,64,2
22002,01092003,41,1
63984,01082004,39,2
24005,01032004,75,1
61096,01122003,13,1
69014,01102005,70,1
90126,01122005,10,1
26844,01122003,5,2
100931,01102003,6,1
27422,01012005,34,1
86588,01082004,5,2
105825,01122003,75,2
43854,01052004,46,2
22535,01062004,36,2
67691,01102006,53,1
103932,01112006,18,1
40352,01122006,23,1
11479,01102006,70,1
61791,01072007,6,1
25912,01082007,14,1
116690,01072007,21,1
75079,01092006,43,1
31439,01072007,52,1
16139,01062007,18,1
21216,01032007,22,1
105270,01082006,34,1
114820,01112004,14,2
21054,01092005,10,1
33605,01092004,40,1
76349,01052004,70,2
50886,01032004,28,2
117170,01082005,51,2
4190,01052006,30,1
27108,01012006,17,1
78539,01042006,13,1
68835,01012006,54,2
82363,01102005,6,1
6884,01082006,41,1
24052,01092005,53,1
82328,01062006,15,2
89678,01072004,74,2
110132,01052004,64,1
71759,01022004,64,2
98909,01062007,56,2
25162,01062004,9,2
109465,01022004,25,2
78987,01032004,26,1
73186,01112006,40,2
114879,01052004,55,1
107680,01092006,51,2
67739,01012007,38,1
77263,01062007,23,1
71008,01052004,21,2
12689,01122003,36,1
116306,01092006,48,1
43407,01022007,23,1
25506,01072004,53,2
81035,01042004,71,2
11926,01112006,57,1
98468,01092006,71,1
52369,01022007,74,1
58881,01022004,23,1
38653,01032007,53,1
21750,01012007,22,1
85118,01102004,6,1
110424,01022007,2,1
66232,01122006,4,1
109217,01052007,22,1
11020,01052007,13,1
22028,01082007,29,1
117125,01052004,1,2
28269,01012004,35,1
17201,01062004,43,1
60945,01112003,4,2
40249,01092003,1,2
65520,01102006,44,1
40492,01032004,47,1
18989,01012004,22,1
40232,01032007,1,2
98043,01012007,43,2
65472,01032004,30,1
103083,01022007,60,1
114467,01062006,7,2
872,01012004,38,1
102126,01062004,42,1
27756,01112003,41,2
75279,01112003,24,1
50288,01062004,36,1
8567,01022004,34,1
64992,01072005,10,1
99343,01072004,44,2
9256,01042004,13,2
35172,01102005,49,2
13123,01032005,33,2
118033,01092004,10,2
51355,01052004,15,2
14398,01082004,41,2
26101,01072004,49,1
87778,01122005,17,2
72624,01092003,17,1
7839,01052006,66,1
1410,01092004,22,1
62449,01022005,22,1
53174,01112003,43,2
78621,01092004,5,2
105307,01112003,26,2
112689,01112003,44,2
31003,01022005,3,2
100384,01102003,1,2
109755,01122004,9,1
62642,01092004,75,2
91025,01062004,60,1
13567,01092004,25,1
69322,01092004,36,1
85338,01062004,44,2
84060,01042008,71,1
105447,01072007,62,2
302,01072007,20,2
94121,01052007,21,2
116235,01042004,41,2
20259,01112006,41,2
31686,01022007,73,1
58257,01062004,47,1
53593,01042004,2,1
99613,01062004,15,1
2177,01072006,8,2
85308,01032005,18,1
103006,01032005,17,1
36842,01032006,28,2
111647,01112004,15,2
17291,01022007,35,1
102808,01072005,29,1
102006,01052004,24,2
55138,01022004,60,1
23033,01012008,21,2
117806,01052004,23,1
1240,01112003,11,2
103106,01032004,40,2
73981,01092003,22,1
31327,01012004,5,1
48816,01032004,69,1
85643,01052007,6,1
30634,01122003,41,1
490,01092006,54,2
91324,01012004,32,2
107197,01092005,31,1
22982,01082004,62,1
87429,01102003,5,2
6484,01012007,25,1
15124,01082005,43,1
12153,01072005,14,1
88383,01062004,33,1
68027,01072004,24,1
91490,01042004,72,2
81593,01092003,43,1
101629,01112006,63,1
95909,01052004,22,2
66459,01052006,14,1
62401,01012004,15,1
95763,01042004,41,2
112586,01032004,57,1
78948,01102003,41,1
31568,01032005,26,1
40651,01122003,64,1
20761,01102003,22,1
100332,01072004,10,1
46589,01072004,51,2
18518,01032004,58,1
38514,01032004,28,1
94414,01102004,29,1
3303,01062007,52,1
94399,01102004,54,2
29115,01072007,26,2
83388,01102003,58,2
46753,01092004,11,1
58125,01112004,46,2
80057,01092003,60,2
107689,01032004,65,1
12690,01062005,33,2
43990,01072004,44,1
54226,01012007,23,1
69852,01082005,55,1
55217,01052004,55,1
105404,01102003,38,1
65022,01102002,41,2
78889,01112004,25,1
26793,01092003,72,2
59683,01072004,24,1
77408,01062004,17,1
29659,01082004,70,2
6443,01102003,66,2
106478,01102003,22,2
116703,01012004,4,2
83728,01112005,5,1
95042,01042007,26,1
59891,01062004,30,2
95284,01052004,70,1
20048,01032006,9,2
14884,01062006,14,1
9455,01102007,20,2
113137,01112006,43,2
15252,01112003,58,2
37156,01062006,10,1
390,01062004,23,2
21885,01072004,1,1
89991,01072006,5,1
13350,01102004,43,1
95095,01052005,31,2
79414,01092004,10,1
38243,01092003,66,1
99590,01042006,14,2
30746,01102003,22,1
64010,01022006,5,2
64004,01092005,10,1
33049,01072004,38,1
92456,01032004,33,1
87872,01032006,33,1
41671,01012004,33,1
92519,01042005,20,1
104114,01022004,51,1
59269,01092004,65,1
31212,01122005,69,2
48190,01012004,15,2
52353,01092003,33,2
47812,01062004,57,1
24517,01072004,4,1
113184,01072004,44,2
96367,01072004,43,2
58820,01122003,19,2
106093,01052005,52,1
46742,01022004,4,2
75850,01052004,20,1
118691,01062004,13,1
94978,01042004,3,2
100247,01052005,59,1
15086,01022004,10,1
93354,01042005,1,2
19821,01092006,8,1
43066,01032006,64,2
105920,01112003,11,1
57647,01052008,22,2
100765,01012004,57,1
7951,01062005,62,1
37322,01082005,49,1
7867,01072004,15,1
17853,01062004,2,1
66291,01032005,53,2
112171,01042004,33,2
5716,01052005,29,2
29184,01012005,22,2
65555,01022004,58,1
74708,01042007,39,1
84825,01122006,41,1
17153,01102003,29,1
31509,01032004,58,1
95590,01102004,13,1
80919,01042004,10,2
78110,01102003,49,2
81840,01022005,69,2
4000,01062004,64,2
104385,01102005,10,2
100729,01082004,25,1
29214,01062006,30,1
5952,01042004,68,2
87424,01062007,44,1
21124,01092005,41,1
45952,01082004,26,1
26534,01032004,3,1
68844,01052007,24,2
37834,01072004,15,1
101310,01022004,33,2
51182,01052004,69,2
59264,01052004,65,1
54992,01032004,3,2
63036,01102003,33,2
21629,01042004,69,1
24590,01112003,52,1
57834,01052004,14,2
66215,01092003,21,2
78392,01012004,29,1
35142,01122003,4,1
71330,01092003,5,2
114106,01052004,17,1
17226,01092003,15,1
99566,01042004,64,2
51566,01022004,6,2
104445,01062004,11,2
22017,01122003,38,1
17320,01102003,58,1
64596,01052004,21,1
58538,01012007,28,1
69573,01062005,43,2
101187,01022006,43,1
42104,01042005,39,1
90169,01062004,41,2
47338,01042004,20,1
13013,01012005,69,1
98799,01092004,46,1
60542,01052004,17,2
71945,01012008,16,2
5803,01092005,11,2
113008,01062004,58,1
80230,01072004,48,2
12283,01092003,10,1
117877,01122003,1,1
13480,01092006,36,1
58735,01062004,17,1
45632,01082005,52,1
15244,01112003,41,2
73605,01032005,60,2
95206,01032004,3,1
64919,01082005,43,2
80948,01102003,40,2
85452,01112003,7,1
103529,01082004,71,1
29881,01052006,21,1
34874,01042004,26,2
11209,01012007,69,1
100187,01042008,4,2
74014,01062007,49,1
297,01082004,37,2
32412,01052004,57,1
18296,01052004,44,1
101168,01012006,76,1
90718,01122003,32,2
89707,01112003,25,1
34044,01092003,9,2
81368,01122003,67,2
81825,01022005,17,1
30423,01122003,69,1
20608,01052006,76,1
55295,01082004,39,2
42579,01042004,66,2
73579,01092005,51,2
91354,01102006,4,1
45382,01032007,36,2
4011,01102003,7,1
114316,01102003,15,2
105046,01102003,21,2
23729,01102005,36,2
95129,01042007,33,2
105882,01062004,23,2
82826,01112004,51,1
19116,01092005,36,1
111808,01102003,72,1
51470,01082004,24,2
11224,01072004,26,2
57566,01032004,44,1
46319,01102003,54,2
33192,01082004,29,1
72115,01052004,49,2
47746,01112003,15,1
9879,01042004,13,1
96113,01082004,29,2
59777,01052004,9,1
58807,01042004,22,2
63886,01012004,26,2
38209,01112003,3,1
106444,01072004,6,2
117071,01032004,36,2
50502,01092002,3,1
44074,01062004,8,1
83514,01092002,30,1
115462,01092003,17,1
42659,01122003,9,2
41569,01102004,4,2
49457,01062004,5,1
80899,01022004,24,2
75253,01032004,15,2
90130,01032004,23,1
111215,01052004,44,1
89230,01072004,14,1
32944,01022004,32,2
48,01022004,11,1
23186,01052004,8,2
45739,01122003,29,1
89874,01092004,41,1
22468,01072005,7,1
45122,01052004,8,1
55051,01052004,25,1
55435,01022004,8,2
100689,01092003,35,2
55054,01082004,36,2
62325,01032005,59,1
37797,01092004,30,2
22554,01062004,34,1
67963,01032004,36,1
16889,01032004,66,1
35945,01082004,39,1
26931,01032005,76,1
30929,01112003,41,1
6888,01112003,43,1
73747,01042004,40,2
16934,01122004,13,1
41303,01102004,34,1
55992,01062005,28,1
97275,01082004,35,1
60262,01082005,17,2
57558,01042004,34,1
63110,01042003,23,1
31634,01072004,3,1
11469,01122004,46,2
108315,01072004,8,2
66675,01052004,58,2
96772,01072005,17,1
59676,01052005,76,1
104392,01122003,14,1
90283,01112003,10,2
17257,01072004,62,2
12987,01102002,51,1
108753,01092002,39,2
88143,01082006,10,1
85051,01082006,62,1
89442,01062004,19,2
79233,01022006,33,2
74813,01092004,52,1
49818,01032004,7,1
75359,01022004,27,1
25407,01012005,1,1
5140,01042005,30,1
65603,01032005,39,2
12420,01062005,17,1
84640,01072005,8,2
24017,01022005,21,2
73006,01062004,13,2
42157,01082005,64,1
63047,01082004,22,2
43160,01102003,44,2
51775,01032004,2,1
5555,01012004,32,1
79896,01082004,25,2
50423,01122003,17,2
16685,01082004,51,1
76347,01052004,2,1
99812,01122003,66,2
28296,01052004,64,2
106737,01082004,25,1
4453,01032004,64,1
84922,01052004,31,1
42218,01102003,53,1
77294,01052004,64,1
113051,01122004,4,1
105510,01012004,15,2
26034,01032005,69,2
91612,01092004,73,1
75482,01032005,8,1
82464,01022005,38,1
1995,01062006,44,1
20689,01122004,44,2
35494,01012005,9,1
116833,01012004,52,1
10827,01062005,9,2
63751,01092003,24,1
49658,01052004,4,2
64945,01052004,44,1
38545,01012004,37,1
34561,01012004,15,1
105399,01072004,1,1
65490,01062004,22,2
99742,01122003,66,1
105041,01082005,13,1
115849,01032003,22,1
28621,01102003,3,2
62712,01062004,19,1
25508,01022004,26,1
102132,01052004,40,1
77162,01012004,68,2
66623,01112003,20,1
27146,01042005,25,1
85895,01082003,72,2
10316,01072004,9,1
102554,01122002,4,2
84964,01012003,48,2
2055,01102002,3,1
57322,01092003,29,2
52162,01112002,35,2
100613,01112003,14,2
85278,01042005,41,2
58886,01012004,27,1
103148,01012004,51,2
88310,01092003,69,1
44746,01042004,47,1
37296,01082004,54,2
63050,01112003,15,1
10248,01072005,34,2
112541,01082004,36,1
56772,01082004,10,2
40415,01072004,26,2
107129,01032004,61,2
69971,01092002,14,2
87054,01082005,5,2
9547,01112003,53,1
49890,01072004,15,1
85277,01042004,41,2
73084,01022003,34,1
5943,01112003,6,1
62262,01082004,28,2
100071,01072004,50,1
5035,01122004,71,1
28579,01042003,29,1
106726,01072003,44,1
18031,01082003,26,1
69370,01012003,31,1
33077,01092004,30,2
31853,01032004,69,2
32900,01032004,21,1
96620,01092003,58,1
106507,01022004,23,1
40469,01122004,30,2
66550,01122004,23,1
40592,01082005,10,1
103275,01122004,19,1
11038,01032005,29,2
51901,01052004,70,1
33987,01082005,69,2
82793,01102004,29,2
24384,01122002,51,2
92311,01022004,27,2
11122,01052005,13,2
44038,01102003,58,1
6287,01072004,32,1
77199,01042004,51,1
36625,01102003,50,2
44867,01042004,1,1
84186,01092004,21,2
89134,01102004,50,2
43642,01082004,38,2
113769,01072004,23,1
95247,01112003,4,2
78008,01102003,3,2
39951,01052006,25,2
99483,01092003,20,1
5341,01042004,51,2
87810,01072005,41,1
16506,01062004,35,2
40205,01042004,6,1
105407,01022004,50,1
114931,01032004,64,2
8575,01092005,27,1
1481,01092005,40,2
111946,01082006,15,1
12925,01052004,5,1
62758,01102004,58,1
7255,01062004,60,1
20195,01052003,24,2
71943,01052004,72,1
3593,01102003,11,2
97447,01092003,41,2
5825,01022004,22,1
81470,01032004,9,1
109718,01072004,14,1
5479,01082004,25,1
50582,01122003,11,2
9703,01122003,66,1
10485,01022004,72,1
20720,01112003,14,1
88148,01112003,74,1
78558,01032004,33,1
20632,01082004,41,1
84473,01122003,40,1
114492,01022005,53,1
118970,01072004,57,2
108710,01042003,26,2
39213,01072003,14,1
106663,01042005,43,1
69646,01092003,31,2
112154,01052004,52,2
109333,01082004,19,1
9700,01122003,13,2
108126,01122002,58,1
62403,01022003,53,2
117701,01092002,62,2
108905,01012004,1,1
44885,01112003,58,1
65491,01072004,17,1
45204,01082004,34,1
8974,01092003,34,1
113984,01012004,42,1
74261,01062004,23,1
55761,01102003,6,1
37015,01042004,25,1
35513,01022003,39,1
61881,01012004,6,1
101991,01082004,29,2
91724,01042004,35,2
59671,01122003,33,1
92469,01082004,52,1
11201,01092002,70,2
98404,01052004,25,2
28606,01012004,69,2
74450,01112003,23,2
26783,01082005,41,1
72490,01022004,73,2
118,01042004,6,2
97643,01062003,3,1
85234,01112003,25,1
98113,01012005,2,1
68702,01022005,40,1
50691,01092003,69,1
71244,01092002,19,1
15571,01062003,5,2
38611,01062004,49,2
65424,01022004,68,1
60661,01102005,15,1
82671,01102005,67,1
62792,01032004,25,2
61106,01012004,33,2
93247,01082004,52,1
29889,01052004,21,1
8817,01072004,58,2
41356,01102004,54,1
85487,01112004,43,2
92966,01052005,29,1
68513,01112003,23,2
66559,01072004,22,2
59347,01032004,26,1
23326,01092002,26,2
14705,01032005,33,2
82396,01022004,24,2
97873,01102003,42,1
93107,01022004,24,1
70204,01072004,17,2
50152,01042004,69,1
76603,01102005,69,2
79671,01112004,62,1
81652,01032004,74,2
85586,01082004,52,1
114268,01072004,45,1
114936,01012004,22,2
14052,01092003,36,1
33847,01032003,58,2
41747,01072003,27,2
71189,01122003,62,1
79995,01032005,51,2
12770,01032005,21,2
62576,01022007,64,2
40874,01102006,21,1
24031,01062007,53,2
15975,01092006,22,1
91073,01102006,29,2
69986,01102006,29,2
83223,01062007,36,2
16579,01022007,58,1
103501,01022007,35,2
81199,01042007,4,2
33479,01042007,75,2
104139,01032007,33,2
56630,01012007,69,2
36442,01052007,65,2
12679,01092006,13,1
74428,01082007,15,1
22497,01042007,32,1
99640,01102006,48,2
18070,01102006,70,2
14178,01062007,75,2
12319,01032007,52,2
108590,01122006,52,2
98173,01092006,34,2
40862,01102006,33,2
115292,01042007,50,2
35858,01082007,36,2
115472,01112006,44,2
67467,01052007,58,2
116801,01072007,17,1
36071,01062007,42,1
97650,01062007,31,2
79884,01112006,66,1
118848,01022007,39,2
34008,01082007,25,1
45800,01112006,11,1
110072,01032007,55,1
69588,01122006,43,1
6825,01082006,64,1
42826,01052007,17,1
106384,01062007,34,1
114810,01112006,7,2
75567,01082007,33,2
114125,01032007,64,1
81070,01012007,9,2
55488,01082007,20,2
67785,01042007,4,2
115433,01052007,10,1
93331,01112006,40,1
11726,01072007,25,2
30250,01012007,5,1
110578,01032007,69,2
34767,01042007,53,1
72434,01062007,71,1
110495,01082007,19,2
3651,01122006,26,2
69333,01042007,36,2
99265,01102006,70,2
41994,01072007,10,2
15283,01122006,15,1
100080,01012007,44,1
61931,01062007,54,2
26880,01012007,13,1
56105,01032007,27,1
13869,01102006,1,2
49690,01022007,41,2
48113,01062007,44,1
46104,01102003,30,1
10583,01022004,46,1
60780,01102003,25,1
109720,01112003,42,2
111703,01022004,62,1
60316,01112003,38,1
67787,01022004,39,2
117427,01102003,25,2
103689,01032004,3,2
95089,01072004,28,1
66021,01112003,57,1
5530,01032004,30,1
978,01032004,41,2
35031,01032004,11,1
66106,01012008,46,2
88331,01102007,21,1
18728,01092007,54,1
80317,01112007,41,1
43272,01072008,48,1
76602,01082008,30,1
25920,01082008,23,1
93623,01102007,5,1
92260,01062008,3,1
7723,01012004,53,1
73539,01092003,8,1
95608,01022004,58,2
46825,01082004,17,1
53868,01122003,28,2
111018,01052004,29,1
39465,01052004,5,2
5041,01122004,75,1
59267,01042004,73,2
19845,01122003,22,1
111952,01052005,56,1
76532,01102004,43,1
33695,01122003,29,1
26887,01042005,64,1
17828,01032005,25,2
63057,01112003,49,2
18313,01122003,49,1
61544,01102003,52,1
110018,01052005,7,2
92642,01042005,11,1
89459,01072005,56,2
77662,01042004,22,1
46657,01102003,58,1
55600,01072004,17,1
61738,01122003,11,1
45953,01102003,33,1
110082,01032005,39,2
39654,01032004,47,2
55444,01072004,44,2
19083,01102003,26,2
118742,01012005,8,1
103177,01122003,22,2
84261,01032004,46,1
102662,01012005,34,2
69611,01042005,29,2
100520,01022004,47,2
16523,01082004,25,1
52599,01022005,47,1
108186,01102003,67,2
25847,01102003,38,1
86119,01112004,22,1
73255,01092003,21,1
71987,01012003,27,1
66028,01072005,49,2
77169,01052004,51,2
68187,01032004,2,1
40162,01092003,71,1
83972,01122004,62,2
51869,01102003,69,1
34410,01092004,20,1
30392,01082005,64,2
112871,01012005,12,1
29527,01082005,62,2
13260,01082004,41,2
75698,01062005,1,2
24383,01012005,58,2
84106,01052003,29,2
78959,01052004,33,2
64130,01112003,6,2
104875,01092002,39,1
3080,01032004,6,1
92108,01072004,49,1
103994,01122002,69,1
78885,01082004,29,2
59305,01022005,32,2
61581,01052005,23,2
101431,01122005,22,2
102778,01092005,23,2
75571,01022005,54,2
118477,01072006,12,1
63168,01052006,29,2
101073,01012006,62,2
88190,01032006,55,1
93164,01122007,41,1
13748,01022008,6,2
98678,01102007,28,1
25551,01122007,4,1
47102,01112007,11,2
82226,01122007,32,2
50755,01122007,14,1
58930,01042008,39,2
40638,01022007,38,2
106490,01102007,2,2
15364,01122007,16,2
7682,01032007,7,1
102018,01052008,5,1
34264,01062008,25,2
28190,01012008,51,2
71461,01042007,14,1
19417,01022008,34,2
107032,01052007,8,1
74783,01082008,10,1
74842,01102006,1,2
5715,01082008,40,1
97156,01022008,38,1
39730,01012008,8,2
61460,01052007,10,2
7481,01062008,69,1
92183,01022008,58,1
118678,01062008,21,1
58208,01092006,6,2
60606,01102007,21,2
16666,01032008,56,1
67713,01042008,25,2
117780,01042008,20,2
40362,01042008,58,2
76189,01062007,58,2
30602,01012008,31,2
25091,01102007,33,1
5863,01032008,13,2
5947,01122007,29,2
87148,01082007,44,2
31053,01122007,75,1
8844,01122007,10,2
74303,01122007,53,1
25012,01092005,71,1
15228,01102006,10,2
43708,01062006,49,1
106680,01052008,26,2
7787,01062005,24,2
114358,01042004,52,1
1340,01052005,18,1
14102,01072004,11,2
27777,01052005,33,1
97312,01112004,64,1
96112,01042004,62,1
77272,01052004,22,2
44504,01062004,72,1
37355,01042004,12,1
93691,01032005,60,2
1004,01042005,8,1
106027,01032005,8,2
14456,01062004,16,1
63705,01052005,25,1
87201,01072004,70,1
114737,01042004,18,2
17768,01122004,12,2
15859,01072005,2,2
36336,01042004,49,1
2171,01102003,39,2
15412,01042005,39,1
13964,01052004,35,1
109088,01032005,30,2
114183,01072005,44,2
43700,01072005,5,2
28763,01062004,41,2
76346,01052005,43,1
29179,01052005,24,1
98785,01082004,69,2
17619,01122003,44,1
114983,01062003,3,1
47288,01022004,38,2
30878,01062006,33,2
105578,01112003,13,2
17575,01062006,16,1
72703,01112004,70,2
20252,01022004,38,1
44338,01022004,34,1
94852,01022004,42,1
74627,01122003,15,2
72163,01022004,53,2
1068,01012004,10,1
132,01102003,53,2
66991,01092003,15,1
100122,01062008,21,2
82474,01042008,49,1
93752,01102006,31,2
73898,01122007,53,2
73478,01022008,34,2
25267,01092007,39,2
31449,01032007,26,2
96695,01112007,69,2
570,01042008,25,2
92393,01012008,53,1
50576,01122007,57,2
57736,01022008,39,2
63570,01032008,13,1
100730,01062008,69,2
74117,01102007,49,1
9276,01112007,29,1
68720,01042008,58,1
111273,01102007,19,1
84728,01092007,35,1
90304,01092007,46,2
17228,01092007,15,2
72330,01012007,69,1
15435,01112007,76,2
94610,01122007,30,2
47118,01082008,51,2
95570,01102007,20,1
69664,01082008,19,2
24848,01072008,51,1
14388,01082008,22,1
84695,01022007,65,1
3084,01052008,60,2
80295,01112007,61,2
57491,01012008,8,1
50674,01052008,53,1
48961,01112007,54,1
54895,01102007,30,2
80260,01102007,60,2
54416,01042008,2,1
70490,01102007,20,1
2210,01042008,42,1
22640,01122007,57,1
104365,01012008,70,2
63542,01102007,8,2
69801,01022008,43,1
74459,01042008,44,1
14639,01012008,41,1
78086,01122007,26,1
90925,01012008,25,1
117323,01042008,39,2
61003,01052008,8,1
3616,01122007,34,1
96560,01062008,23,2
31648,01112007,39,2
24423,01122007,71,2
109158,01112007,27,1
21145,01082008,13,2
86538,01122006,47,2
106589,01022008,41,1
23877,01102007,56,1
107774,01052008,43,2
84749,01042008,44,1
3818,01022008,26,1
114685,01082008,51,1
108511,01072008,61,1
51602,01122007,2,2
107795,01122007,4,1
9657,01122007,44,1
60477,01082008,44,2
29802,01082006,40,1
77332,01042004,26,1
19959,01052004,33,2
12423,01082005,48,1
70575,01062005,27,1
116221,01102003,53,1
27936,01122004,21,1
113198,01082005,63,1
113285,01122004,14,1
18868,01032005,9,2
62261,01032005,41,2
47851,01042005,35,1
54027,01032006,17,2
102391,01082004,49,2
32207,01102004,24,1
66701,01012005,13,1
94359,01032004,64,1
28596,01062005,28,1
115927,01042005,23,1
48303,01082005,30,1
53352,01072004,8,1
38100,01032005,11,2
80634,01032006,12,2
73848,01052005,55,2
83935,01012004,14,2
10044,01102004,63,2
117958,01082005,30,1
81383,01082005,33,1
58327,01022004,58,1
99241,01022004,62,2
34441,01102004,13,1
26478,01112004,48,2
90651,01032004,53,1
96765,01012004,34,1
103487,01072006,40,2
9563,01122006,58,2
12757,01052007,33,1
118553,01022007,39,1
89856,01122006,5,2
109871,01042007,10,2
5691,01012007,46,2
80542,01082007,25,1
39335,01012007,21,2
10450,01082007,29,2
44969,01052007,62,1
29542,01102006,14,2
65892,01122006,52,1
44703,01122003,72,2
48712,01012007,55,2
43997,01052007,24,2
21412,01022007,55,2
112276,01052007,76,1
96680,01012007,29,2
54368,01022007,40,1
87802,01022007,32,1
14057,01022007,35,2
42832,01082007,49,1
97237,01042007,70,2
31585,01042007,12,2
88705,01022007,1,2
88936,01012007,24,2
54386,01022007,52,2
34014,01112006,1,1
70803,01082007,44,2
101227,01082006,70,2
26156,01072007,30,2
15822,01032007,17,1
37063,01032007,8,1
99,01062007,15,2
111924,01082011,52,2
20425,01082011,17,1
36206,01062011,17,2
20383,01012011,50,2
25971,01082011,6,1
99253,01062011,61,1
65078,01062005,63,1
60535,01122003,12,1
62385,01122004,65,1
109463,01122005,14,2
110770,01022005,5,2
19101,01042005,25,2
19735,01022006,1,1
52695,01052005,65,2
118256,01032007,40,1
81318,01062007,18,1
87772,01122006,29,1
19823,01022007,8,2
100313,01042007,66,2
29348,01102006,15,2
10567,01072007,14,2
14678,01052008,40,2
94896,01012007,10,1
83899,01012008,23,1
51822,01072007,30,2
29932,01122007,73,1
63434,01092007,29,1
19626,01062007,39,2
113348,01032007,72,2
84781,01092006,14,2
51733,01022008,2,1
43153,01102006,6,2
40692,01012007,55,2
55988,01062008,33,2
90264,01082008,5,2
117749,01092006,31,1
87572,01042008,15,1
5238,01082007,41,2
25593,01062008,36,1
97760,01062007,21,1
103948,01112007,14,2
37286,01112007,17,2
2061,01052007,30,1
68635,01012008,20,2
89313,01112007,29,1
9687,01062008,6,1
22526,01122007,27,2
64277,01102007,29,2
93509,01032008,18,1
103593,01042007,58,1
97495,01082007,57,1
97866,01122007,17,2
2293,01052007,22,2
41239,01062004,12,2
49685,01072004,6,1
12058,01012005,31,1
65594,01112003,12,2
60563,01052005,1,2
30362,01112003,4,1
87573,01092004,67,2
76273,01082004,8,2
55607,01042004,22,2
107220,01092003,27,1
46914,01092004,41,1
86873,01112004,15,2
72227,01012004,44,2
104932,01062004,27,1
45477,01112003,44,1
28985,01112003,34,1
21802,01062004,15,1
29294,01012004,13,1
43212,01072004,2,1
98169,01082004,6,2
93621,01042005,43,1
44147,01032005,29,1
95136,01112004,22,2
1401,01042004,60,1
6178,01112003,24,2
77096,01012005,59,1
25786,01012004,17,2
8200,01042004,73,1
99893,01062004,32,2
27624,01062004,29,2
50499,01122003,37,2
2179,01042004,24,1
118949,01042004,23,2
50851,01092004,43,2
50322,01012004,64,2
20112,01042004,32,2
38244,01022004,28,1
27931,01082004,5,2
6232,01032005,43,1
13397,01062004,27,2
79866,01102003,10,1
106766,01082005,24,2
4433,01062005,15,1
42351,01022004,39,1
32654,01102004,27,2
93342,01082005,73,2
19841,01032005,34,1
43148,01062004,16,1
34084,01122004,32,1
42693,01032005,11,2
103758,01052005,55,2
113875,01122004,49,2
20930,01082005,23,1
80145,01032005,21,2
29647,01072004,1,1
51565,01022005,11,2
99721,01112004,44,1
83226,01012004,15,1
43294,01042005,47,2
4803,01052005,15,1
98200,01082005,43,1
62065,01032004,41,2
10665,01072005,49,1
68930,01082005,47,1
43243,01042005,32,2
45504,01062005,3,2
37660,01052004,51,2
60791,01072005,21,1
108768,01022005,57,2
5980,01022005,35,1
117842,01102003,52,1
95076,01062004,35,2
109226,01082004,55,1
77903,01122006,69,1
17496,01052007,32,2
51429,01022007,41,2
55017,01102006,71,2
93928,01012007,11,2
63471,01062007,15,2
37509,01072007,25,1
62917,01042007,68,1
67816,01092006,44,1
97864,01022007,23,1
107038,01092006,72,2
63500,01012007,35,1
77074,01072007,6,1
20775,01122006,44,1
66802,01062007,23,1
71252,01092006,4,1
94040,01092006,10,1
46179,01122006,36,2
69862,01012007,29,1
52716,01122006,39,2
105848,01042007,69,1
164,01112006,24,1
112858,01092006,26,2
51995,01062007,34,1
25549,01122006,15,2
113588,01072007,70,2
47763,01112006,21,2
115167,01122006,22,2
70582,01112006,61,1
101614,01032007,19,2
29913,01072007,19,2
17250,01122005,38,1
84766,01022007,17,1
24201,01022007,22,1
93801,01052007,1,1
34503,01022007,62,2
70339,01072007,18,1
113411,01052007,9,2
111075,01102006,8,2
53047,01042007,56,1
55258,01112006,55,2
75329,01042007,69,1
105700,01082007,25,1
113809,01112007,34,1
77309,01082009,41,2
2914,01112005,48,1
99474,01122005,22,1
5340,01052006,8,1
104632,01022006,56,2
33334,01122005,62,1
12092,01122005,14,2
94661,01082004,11,2
92621,01032005,61,1
46158,01072004,10,2
102928,01072005,6,2
42233,01062004,44,2
37287,01062004,17,2
89478,01012006,41,2
109560,01032005,39,2
70329,01082006,51,2
89969,01032007,63,2
27175,01062007,69,2
45866,01092006,59,2
25324,01042007,20,1
9689,01012007,6,2
85891,01062007,45,1
59894,01082007,25,1
43159,01122006,35,2
83497,01022007,34,2
117284,01092006,50,1
104235,01052007,72,2
106854,01112006,25,1
23984,01032007,10,2
117498,01042007,72,1
12708,01032005,15,2
113365,01032007,32,2
50498,01072006,76,1
105420,01102003,23,1
43514,01082005,5,1
102765,01112003,40,1
67276,01012006,74,2
67182,01022004,46,1
10693,01032005,15,2
106371,01082005,25,2
38572,01062004,56,2
9830,01072004,1,1
115859,01032005,46,1
117539,01102003,6,2
83423,01072004,41,2
16998,01082005,58,2
17787,01062006,1,2
56299,01122005,64,2
91203,01032005,36,2
39433,01042004,35,1
83254,01082003,53,1
